[2025-08-30T00:34:54.210Z] GET /src/App.tsx?t=1756514078032 -> 200 (3ms)
[2025-08-30T00:34:54.216Z] GET /node_modules/.vite/deps/chunk-I4MZPW7S.js?v=3d9986f6 -> 200 (5ms)
[2025-08-30T00:34:54.216Z] GET /node_modules/.vite/deps/chunk-QXLG2TGQ.js?v=3d9986f6 -> 200 (4ms)
[2025-08-30T00:34:54.223Z] GET /src/contexts/AuthContext.tsx -> 200 (7ms)
[2025-08-30T00:34:54.223Z] GET /src/components/Navbar.tsx -> 200 (7ms)
[2025-08-30T00:34:54.223Z] GET /src/components/Sidebar.tsx?t=1756513288493 -> 200 (7ms)
[2025-08-30T00:34:54.223Z] GET /src/components/CredentialSetupModal.tsx -> 200 (6ms)
[2025-08-30T00:34:54.223Z] GET /src/pages/Dashboard.tsx -> 200 (6ms)
[2025-08-30T00:34:54.223Z] GET /src/pages/Flows.tsx -> 200 (6ms)
[2025-08-30T00:34:54.224Z] GET /src/pages/Documentation.tsx -> 200 (7ms)
[2025-08-30T00:34:54.224Z] GET /src/pages/Configuration.tsx -> 200 (7ms)
[2025-08-30T00:34:54.224Z] GET /src/pages/Login.tsx -> 200 (7ms)
[2025-08-30T00:34:54.224Z] GET /src/pages/Callback.tsx -> 200 (6ms)
[2025-08-30T00:34:54.224Z] GET /src/pages/flows/ImplicitGrantFlow.tsx -> 200 (6ms)
[2025-08-30T00:34:54.225Z] GET /src/pages/flows/ClientCredentialsFlow.tsx -> 200 (7ms)
[2025-08-30T00:34:54.225Z] GET /src/pages/flows/PKCEFlow.tsx -> 200 (7ms)
[2025-08-30T00:34:54.225Z] GET /src/pages/flows/UserInfoFlow.tsx -> 200 (6ms)
[2025-08-30T00:34:54.225Z] GET /src/pages/flows/IDTokensFlow.tsx -> 200 (6ms)
[2025-08-30T00:34:54.225Z] GET /src/pages/flows/DeviceCodeFlow.tsx -> 200 (6ms)
[2025-08-30T00:34:54.229Z] GET /src/utils/storage.ts -> 200 (0ms)
[2025-08-30T00:34:54.232Z] GET /node_modules/.vite/deps/react-icons_fi.js?v=3d9986f6 -> 200 (2ms)
[2025-08-30T00:34:54.232Z] GET /src/components/Card.tsx -> 200 (2ms)
[2025-08-30T00:34:54.232Z] GET /src/contexts/OAuthContext.tsx -> 200 (2ms)
[2025-08-30T00:34:54.232Z] GET /src/utils/oauth.ts -> 200 (2ms)
[2025-08-30T00:34:54.232Z] GET /src/config/pingone.ts -> 200 (3ms)
[2025-08-30T00:34:54.326Z] GET /favicon.ico -> 200 (2ms)
[2025-08-30T00:34:56.934Z] GET /.well-known/appspecific/com.chrome.devtools.json -> 200 (4ms)
[2025-08-30T09:14:06.782Z] GET /callback?code=00b76df7-59da-402b-a3e1-3f2b5a497089&state=6704b45b663cb9b5c45aee83a60b4a92 -> 200 (4ms)
[2025-08-30T09:14:06.835Z] GET /.well-known/appspecific/com.chrome.devtools.json -> 200 (21ms)
[2025-08-30T09:14:06.840Z] GET /src/main.tsx?t=1756514078032 -> 200 (5ms)
[2025-08-30T09:14:06.841Z] GET /@react-refresh -> 200 (5ms)
[2025-08-30T09:14:06.840Z] GET /@vite/client -> 200 (17ms)
[2025-08-30T09:14:06.855Z] GET /node_modules/vite/dist/client/env.mjs -> 200 (2ms)
[2025-08-30T09:14:06.855Z] GET /node_modules/.vite/deps/react_jsx-dev-runtime.js?v=3d9986f6 -> 200 (2ms)
[2025-08-30T09:14:06.855Z] GET /node_modules/.vite/deps/react-dom_client.js?v=3d9986f6 -> 200 (1ms)
[2025-08-30T09:14:06.855Z] GET /node_modules/.vite/deps/react.js?v=3d9986f6 -> 200 (1ms)
[2025-08-30T09:14:06.864Z] GET /node_modules/.vite/deps/react-router-dom.js?v=3d9986f6 -> 200 (10ms)
[2025-08-30T09:14:06.864Z] GET /src/App.tsx?t=1756514078032 -> 200 (9ms)
[2025-08-30T09:14:06.864Z] GET /node_modules/.vite/deps/styled-components.js?v=3d9986f6 -> 200 (8ms)
[2025-08-30T09:14:06.864Z] GET /src/styles/global.ts -> 200 (7ms)
[2025-08-30T09:14:06.880Z] GET /node_modules/.vite/deps/chunk-I4MZPW7S.js?v=3d9986f6 -> 200 (17ms)
[2025-08-30T09:14:06.881Z] GET /node_modules/.vite/deps/chunk-QXLG2TGQ.js?v=3d9986f6 -> 200 (9ms)
[2025-08-30T09:14:06.888Z] GET /src/contexts/AuthContext.tsx -> 200 (7ms)
[2025-08-30T09:14:06.888Z] GET /src/components/Sidebar.tsx?t=1756513288493 -> 200 (6ms)
[2025-08-30T09:14:06.888Z] GET /src/components/CredentialSetupModal.tsx -> 200 (5ms)
[2025-08-30T09:14:06.888Z] GET /src/components/Navbar.tsx -> 200 (6ms)
[2025-08-30T09:14:06.888Z] GET /src/pages/Documentation.tsx -> 200 (4ms)
[2025-08-30T09:14:06.888Z] GET /src/pages/Dashboard.tsx -> 200 (5ms)
[2025-08-30T09:14:06.888Z] GET /src/pages/Flows.tsx -> 200 (5ms)
[2025-08-30T09:14:06.888Z] GET /src/pages/Configuration.tsx -> 200 (5ms)
[2025-08-30T09:14:06.888Z] GET /src/pages/Login.tsx -> 200 (4ms)
[2025-08-30T09:14:06.888Z] GET /src/pages/Callback.tsx -> 200 (4ms)
[2025-08-30T09:14:06.888Z] GET /src/pages/flows/ImplicitGrantFlow.tsx -> 200 (4ms)
[2025-08-30T09:14:06.888Z] GET /src/pages/flows/ClientCredentialsFlow.tsx -> 200 (3ms)
[2025-08-30T09:14:06.888Z] GET /src/pages/flows/PKCEFlow.tsx -> 200 (3ms)
[2025-08-30T09:14:06.888Z] GET /src/pages/flows/UserInfoFlow.tsx -> 200 (3ms)
[2025-08-30T09:14:06.888Z] GET /src/pages/flows/DeviceCodeFlow.tsx -> 200 (3ms)
[2025-08-30T09:14:06.888Z] GET /src/pages/flows/IDTokensFlow.tsx -> 200 (2ms)
[2025-08-30T09:14:06.897Z] GET /src/utils/storage.ts -> 200 (3ms)
[2025-08-30T09:14:06.897Z] GET /src/utils/oauth.ts -> 200 (2ms)
[2025-08-30T09:14:06.897Z] GET /src/config/pingone.ts -> 200 (2ms)
[2025-08-30T09:14:06.897Z] GET /src/components/Card.tsx -> 200 (2ms)
[2025-08-30T09:14:06.898Z] GET /src/contexts/OAuthContext.tsx -> 200 (3ms)
[2025-08-30T09:14:06.897Z] GET /node_modules/.vite/deps/react-icons_fi.js?v=3d9986f6 -> 200 (2ms)
[2025-08-30T09:14:06.997Z] GET /favicon.ico -> 200 (4ms)
[2025-08-30T09:14:37.208Z] GET / -> 200 (2ms)
[2025-08-30T09:14:37.223Z] GET /@vite/client -> 200 (6ms)
[2025-08-30T09:14:37.227Z] GET /@react-refresh -> 200 (4ms)
[2025-08-30T09:14:37.226Z] GET /src/main.tsx?t=1756514078032 -> 200 (3ms)
[2025-08-30T09:14:37.227Z] GET /node_modules/vite/dist/client/env.mjs -> 200 (1ms)
[2025-08-30T09:14:37.239Z] GET /node_modules/.vite/deps/react.js?v=3d9986f6 -> 200 (0ms)
[2025-08-30T09:14:37.239Z] GET /node_modules/.vite/deps/react_jsx-dev-runtime.js?v=3d9986f6 -> 200 (1ms)
[2025-08-30T09:14:37.242Z] GET /node_modules/.vite/deps/react-router-dom.js?v=3d9986f6 -> 200 (3ms)
[2025-08-30T09:14:37.242Z] GET /node_modules/.vite/deps/styled-components.js?v=3d9986f6 -> 200 (1ms)
[2025-08-30T09:14:37.242Z] GET /src/styles/global.ts -> 200 (1ms)
[2025-08-30T09:14:37.242Z] GET /src/App.tsx?t=1756514078032 -> 200 (1ms)
[2025-08-30T09:14:37.242Z] GET /node_modules/.vite/deps/react-dom_client.js?v=3d9986f6 -> 200 (3ms)
[2025-08-30T09:14:37.243Z] GET /node_modules/.vite/deps/chunk-I4MZPW7S.js?v=3d9986f6 -> 200 (1ms)
[2025-08-30T09:14:37.250Z] GET /node_modules/.vite/deps/chunk-QXLG2TGQ.js?v=3d9986f6 -> 200 (4ms)
[2025-08-30T09:14:37.250Z] GET /src/components/Sidebar.tsx?t=1756513288493 -> 200 (1ms)
[2025-08-30T09:14:37.250Z] GET /src/contexts/AuthContext.tsx -> 200 (2ms)
[2025-08-30T09:14:37.250Z] GET /src/components/Navbar.tsx -> 200 (1ms)
[2025-08-30T09:14:37.256Z] GET /src/components/CredentialSetupModal.tsx -> 200 (7ms)
[2025-08-30T09:14:37.256Z] GET /src/pages/Dashboard.tsx -> 200 (6ms)
[2025-08-30T09:14:37.257Z] GET /src/pages/Configuration.tsx -> 200 (5ms)
[2025-08-30T09:14:37.257Z] GET /src/pages/Documentation.tsx -> 200 (5ms)
[2025-08-30T09:14:37.257Z] GET /src/pages/Login.tsx -> 200 (4ms)
[2025-08-30T09:14:37.257Z] GET /src/pages/Callback.tsx -> 200 (4ms)
[2025-08-30T09:14:37.257Z] GET /src/pages/flows/ImplicitGrantFlow.tsx -> 200 (4ms)
[2025-08-30T09:14:37.257Z] GET /src/pages/flows/ClientCredentialsFlow.tsx -> 200 (3ms)
[2025-08-30T09:14:37.257Z] GET /src/pages/flows/PKCEFlow.tsx -> 200 (3ms)
[2025-08-30T09:14:37.257Z] GET /src/pages/flows/DeviceCodeFlow.tsx -> 200 (3ms)
[2025-08-30T09:14:37.258Z] GET /src/pages/flows/UserInfoFlow.tsx -> 200 (4ms)
[2025-08-30T09:14:37.258Z] GET /src/pages/flows/IDTokensFlow.tsx -> 200 (3ms)
[2025-08-30T09:14:37.256Z] GET /src/pages/Flows.tsx -> 200 (5ms)
[2025-08-30T09:14:37.260Z] GET /node_modules/.vite/deps/react-icons_fi.js?v=3d9986f6 -> 200 (1ms)
[2025-08-30T09:14:37.260Z] GET /src/utils/storage.ts -> 200 (4ms)
[2025-08-30T09:14:37.260Z] GET /src/utils/oauth.ts -> 200 (2ms)
[2025-08-30T09:14:37.260Z] GET /src/config/pingone.ts -> 200 (2ms)
[2025-08-30T09:14:37.261Z] GET /src/components/Card.tsx -> 200 (1ms)
[2025-08-30T09:14:37.262Z] GET /src/contexts/OAuthContext.tsx -> 200 (2ms)
[2025-08-30T09:14:37.455Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T09:14:37.484Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T09:14:37.486Z] GET /favicon.ico -> 200 (0ms)
[2025-08-30T09:16:47.721Z] GET /favicon.ico -> 200 (4ms)
[2025-08-30T09:16:47.725Z] GET /favicon.ico -> 200 (2ms)
[2025-08-30T09:16:50.274Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T09:16:50.280Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T09:16:55.703Z] GET /.well-known/appspecific/com.chrome.devtools.json -> 200 (2ms)
[2025-08-30T09:51:42.803Z] GET / -> 200 (3ms)
[2025-08-30T09:51:42.828Z] GET /@vite/client -> 200 (10ms)
[2025-08-30T09:51:42.829Z] GET /@react-refresh -> 200 (5ms)
[2025-08-30T09:51:42.832Z] GET /node_modules/vite/dist/client/env.mjs -> 200 (0ms)
[2025-08-30T09:51:42.840Z] GET /src/main.tsx?t=1756547473323 -> 200 (17ms)
[2025-08-30T09:51:42.861Z] GET /node_modules/.vite/deps/react_jsx-dev-runtime.js?v=3d9986f6 -> 200 (8ms)
[2025-08-30T09:51:42.861Z] GET /node_modules/.vite/deps/react-dom_client.js?v=3d9986f6 -> 200 (7ms)
[2025-08-30T09:51:42.861Z] GET /src/styles/global.ts -> 200 (5ms)
[2025-08-30T09:51:42.861Z] GET /node_modules/.vite/deps/react-router-dom.js?v=3d9986f6 -> 200 (6ms)
[2025-08-30T09:51:42.861Z] GET /node_modules/.vite/deps/react.js?v=3d9986f6 -> 200 (7ms)
[2025-08-30T09:51:42.861Z] GET /node_modules/.vite/deps/styled-components.js?v=3d9986f6 -> 200 (5ms)
[2025-08-30T09:51:42.878Z] GET /node_modules/.vite/deps/chunk-QXLG2TGQ.js?v=3d9986f6 -> 200 (13ms)
[2025-08-30T09:51:42.877Z] GET /node_modules/.vite/deps/chunk-I4MZPW7S.js?v=3d9986f6 -> 200 (13ms)
[2025-08-30T09:51:42.906Z] GET /src/App.tsx?t=1756547473323 -> 200 (51ms)
[2025-08-30T09:51:42.910Z] GET /src/contexts/AuthContext.tsx -> 200 (2ms)
[2025-08-30T09:51:42.910Z] GET /src/components/Sidebar.tsx?t=1756513288493 -> 200 (1ms)
[2025-08-30T09:51:42.910Z] GET /src/components/Navbar.tsx -> 200 (1ms)
[2025-08-30T09:51:42.915Z] GET /src/pages/Dashboard.tsx -> 200 (5ms)
[2025-08-30T09:51:42.915Z] GET /src/pages/Flows.tsx?t=1756547457136 -> 200 (5ms)
[2025-08-30T09:51:42.916Z] GET /src/pages/Documentation.tsx -> 200 (5ms)
[2025-08-30T09:51:42.916Z] GET /src/pages/Configuration.tsx?t=1756546562659 -> 200 (5ms)
[2025-08-30T09:51:42.915Z] GET /src/components/CredentialSetupModal.tsx?t=1756546547232 -> 200 (6ms)
[2025-08-30T09:51:42.916Z] GET /src/pages/Callback.tsx -> 200 (4ms)
[2025-08-30T09:51:42.916Z] GET /src/pages/Login.tsx -> 200 (4ms)
[2025-08-30T09:51:42.916Z] GET /src/pages/flows/ImplicitGrantFlow.tsx -> 200 (4ms)
[2025-08-30T09:51:42.916Z] GET /src/pages/flows/ClientCredentialsFlow.tsx -> 200 (4ms)
[2025-08-30T09:51:42.916Z] GET /src/pages/flows/PKCEFlow.tsx -> 200 (4ms)
[2025-08-30T09:51:42.916Z] GET /src/pages/flows/DeviceCodeFlow.tsx -> 200 (3ms)
[2025-08-30T09:51:42.916Z] GET /src/pages/flows/UserInfoFlow.tsx -> 200 (3ms)
[2025-08-30T09:51:42.916Z] GET /src/pages/flows/IDTokensFlow.tsx -> 200 (3ms)
[2025-08-30T09:51:42.916Z] GET /src/pages/OIDC.tsx -> 200 (3ms)
[2025-08-30T09:51:42.919Z] GET /node_modules/.vite/deps/react-icons_fi.js?v=3d9986f6 -> 200 (4ms)
[2025-08-30T09:51:42.919Z] GET /src/utils/oauth.ts -> 200 (2ms)
[2025-08-30T09:51:42.919Z] GET /src/utils/storage.ts -> 200 (3ms)
[2025-08-30T09:51:42.919Z] GET /src/config/pingone.ts -> 200 (3ms)
[2025-08-30T09:51:42.920Z] GET /src/contexts/OAuthContext.tsx -> 200 (1ms)
[2025-08-30T09:51:42.920Z] GET /src/components/Card.tsx -> 200 (1ms)
[2025-08-30T09:51:43.092Z] GET /favicon.ico -> 200 (2ms)
[2025-08-30T09:51:43.098Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T09:51:43.103Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T09:53:35.556Z] GET /src/pages/Login.tsx?t=1756547615526 -> 200 (28ms)
[2025-08-30T09:53:43.578Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T09:53:46.899Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T09:53:46.903Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T09:53:48.304Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T09:53:48.311Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T09:53:51.264Z] GET /.well-known/appspecific/com.chrome.devtools.json -> 200 (5ms)
[2025-08-30T09:56:35.429Z] CLIENT POST / :: AUTHORIZATION GET https://auth.pingone.com/d02d2305-f445-406d-82ee-7cdbf6eeabfd/as/authorize?client_id=a4f963ea-0736-456a-be72-b1fa4f63f81f&redirect_uri=https%3A%2F%2Flocalhost%3A3000%2Fcallback&response_type=code&scope=openid+profile+email&state=***masked***&code_challenge=K89TGYUINIZhr9V-1YHxfwVds8Zody5P0emYJLpye-k&code_challenge_method=S256
[2025-08-30T09:56:52.044Z] GET /src/contexts/AuthContext.tsx?t=1756547811991 -> 200 (51ms)
[2025-08-30T09:56:52.095Z] GET /src/components/Navbar.tsx?t=1756547811991 -> 200 (45ms)
[2025-08-30T09:56:52.095Z] GET /src/App.tsx?t=1756547811991 -> 200 (46ms)
[2025-08-30T09:56:52.095Z] GET /src/pages/Dashboard.tsx?t=1756547811991 -> 200 (45ms)
[2025-08-30T09:56:52.095Z] GET /src/pages/Login.tsx?t=1756547811991 -> 200 (45ms)
[2025-08-30T09:56:52.095Z] GET /src/pages/Callback.tsx?t=1756547811991 -> 200 (45ms)
[2025-08-30T09:56:56.975Z] GET /src/contexts/AuthContext.tsx?t=1756547816963 -> 200 (10ms)
[2025-08-30T09:56:57.013Z] GET /src/App.tsx?t=1756547816963 -> 200 (33ms)
[2025-08-30T09:56:57.013Z] GET /src/pages/Dashboard.tsx?t=1756547816963 -> 200 (33ms)
[2025-08-30T09:56:57.013Z] GET /src/components/Navbar.tsx?t=1756547816963 -> 200 (33ms)
[2025-08-30T09:56:57.013Z] GET /src/pages/Login.tsx?t=1756547816963 -> 200 (33ms)
[2025-08-30T09:56:57.016Z] GET /src/pages/Callback.tsx?t=1756547816963 -> 200 (36ms)
[2025-08-30T09:57:02.926Z] GET /src/contexts/AuthContext.tsx?t=1756547822914 -> 200 (11ms)
[2025-08-30T09:57:02.954Z] GET /src/App.tsx?t=1756547822914 -> 200 (23ms)
[2025-08-30T09:57:02.954Z] GET /src/pages/Dashboard.tsx?t=1756547822914 -> 200 (23ms)
[2025-08-30T09:57:02.954Z] GET /src/pages/Login.tsx?t=1756547822914 -> 200 (23ms)
[2025-08-30T09:57:02.954Z] GET /src/components/Navbar.tsx?t=1756547822914 -> 200 (23ms)
[2025-08-30T09:57:02.954Z] GET /src/pages/Callback.tsx?t=1756547822914 -> 200 (23ms)
[2025-08-30T09:57:09.179Z] GET /src/contexts/AuthContext.tsx?t=1756547829165 -> 200 (12ms)
[2025-08-30T09:57:09.206Z] GET /src/components/Navbar.tsx?t=1756547829165 -> 200 (21ms)
[2025-08-30T09:57:09.206Z] GET /src/App.tsx?t=1756547829165 -> 200 (21ms)
[2025-08-30T09:57:09.206Z] GET /src/pages/Login.tsx?t=1756547829165 -> 200 (21ms)
[2025-08-30T09:57:09.206Z] GET /src/pages/Dashboard.tsx?t=1756547829165 -> 200 (21ms)
[2025-08-30T09:57:09.206Z] GET /src/pages/Callback.tsx?t=1756547829165 -> 200 (21ms)
[2025-08-30T09:57:09.304Z] GET /src/contexts/AuthContext.tsx?t=1756547829266 -> 200 (18ms)
[2025-08-30T09:57:09.332Z] GET /src/components/Navbar.tsx?t=1756547829266 -> 200 (25ms)
[2025-08-30T09:57:09.332Z] GET /src/App.tsx?t=1756547829266 -> 200 (25ms)
[2025-08-30T09:57:09.332Z] GET /src/pages/Callback.tsx?t=1756547829266 -> 200 (25ms)
[2025-08-30T09:57:09.332Z] GET /src/pages/Dashboard.tsx?t=1756547829266 -> 200 (25ms)
[2025-08-30T09:57:09.357Z] GET /src/pages/Login.tsx?t=1756547829266 -> 200 (50ms)
[2025-08-30T09:57:15.951Z] GET /src/pages/Login.tsx?t=1756547835937 -> 200 (12ms)
[2025-08-30T09:57:22.697Z] GET /src/pages/Login.tsx?t=1756547842673 -> 200 (22ms)
[2025-08-30T09:59:36.776Z] GET / -> 200 (4ms)
[2025-08-30T09:59:36.823Z] GET /src/main.tsx?t=1756547924835 -> 200 (9ms)
[2025-08-30T09:59:36.823Z] GET /@react-refresh -> 200 (8ms)
[2025-08-30T09:59:36.823Z] GET /@vite/client -> 200 (20ms)
[2025-08-30T09:59:36.872Z] GET /node_modules/.vite/deps/react_jsx-dev-runtime.js?v=3d9986f6 -> 200 (14ms)
[2025-08-30T09:59:36.872Z] GET /node_modules/.vite/deps/react.js?v=3d9986f6 -> 200 (13ms)
[2025-08-30T09:59:36.872Z] GET /node_modules/.vite/deps/react-dom_client.js?v=3d9986f6 -> 200 (13ms)
[2025-08-30T09:59:36.872Z] GET /node_modules/.vite/deps/react-router-dom.js?v=3d9986f6 -> 200 (12ms)
[2025-08-30T09:59:36.872Z] GET /src/App.tsx?t=1756547924835 -> 200 (12ms)
[2025-08-30T09:59:36.872Z] GET /node_modules/.vite/deps/styled-components.js?v=3d9986f6 -> 200 (11ms)
[2025-08-30T09:59:36.872Z] GET /src/styles/global.ts -> 200 (11ms)
[2025-08-30T09:59:36.872Z] GET /node_modules/vite/dist/client/env.mjs -> 200 (10ms)
[2025-08-30T09:59:36.886Z] GET /node_modules/.vite/deps/chunk-I4MZPW7S.js?v=3d9986f6 -> 200 (8ms)
[2025-08-30T09:59:36.886Z] GET /node_modules/.vite/deps/chunk-QXLG2TGQ.js?v=3d9986f6 -> 200 (8ms)
[2025-08-30T09:59:36.886Z] GET /src/components/Navbar.tsx?t=1756547911064 -> 200 (6ms)
[2025-08-30T09:59:36.886Z] GET /src/components/Sidebar.tsx?t=1756513288493 -> 200 (5ms)
[2025-08-30T09:59:36.887Z] GET /src/pages/Dashboard.tsx?t=1756547911064 -> 200 (6ms)
[2025-08-30T09:59:36.887Z] GET /src/components/CredentialSetupModal.tsx?t=1756546547232 -> 200 (6ms)
[2025-08-30T09:59:36.886Z] GET /src/contexts/AuthContext.tsx?t=1756547911064 -> 200 (6ms)
[2025-08-30T09:59:36.887Z] GET /src/pages/Documentation.tsx -> 200 (6ms)
[2025-08-30T09:59:36.887Z] GET /src/pages/Flows.tsx?t=1756547457136 -> 200 (6ms)
[2025-08-30T09:59:36.887Z] GET /src/pages/Configuration.tsx?t=1756546562659 -> 200 (6ms)
[2025-08-30T09:59:36.893Z] GET /src/pages/flows/ImplicitGrantFlow.tsx -> 200 (8ms)
[2025-08-30T09:59:36.893Z] GET /src/pages/flows/ClientCredentialsFlow.tsx -> 200 (6ms)
[2025-08-30T09:59:36.887Z] GET /src/pages/Callback.tsx?t=1756547911064 -> 200 (5ms)
[2025-08-30T09:59:36.887Z] GET /src/pages/Login.tsx?t=1756547911064 -> 200 (6ms)
[2025-08-30T09:59:36.893Z] GET /src/pages/flows/PKCEFlow.tsx -> 200 (4ms)
[2025-08-30T09:59:36.893Z] GET /src/pages/flows/UserInfoFlow.tsx -> 200 (2ms)
[2025-08-30T09:59:36.893Z] GET /src/pages/OIDC.tsx -> 200 (2ms)
[2025-08-30T09:59:36.893Z] GET /src/pages/flows/IDTokensFlow.tsx -> 200 (2ms)
[2025-08-30T09:59:36.893Z] GET /src/pages/flows/DeviceCodeFlow.tsx -> 200 (3ms)
[2025-08-30T09:59:36.897Z] GET /node_modules/.vite/deps/react-icons_fi.js?v=3d9986f6 -> 200 (5ms)
[2025-08-30T09:59:36.897Z] GET /src/utils/storage.ts -> 200 (2ms)
[2025-08-30T09:59:36.897Z] GET /src/utils/oauth.ts -> 200 (1ms)
[2025-08-30T09:59:36.897Z] GET /src/components/Card.tsx -> 200 (1ms)
[2025-08-30T09:59:36.897Z] GET /src/config/pingone.ts -> 200 (1ms)
[2025-08-30T09:59:36.899Z] GET /src/contexts/OAuthContext.tsx -> 200 (2ms)
[2025-08-30T09:59:36.946Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T09:59:36.954Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T09:59:36.959Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T09:59:38.738Z] CLIENT POST / :: AUTHORIZATION GET https://auth.pingone.com/d02d2305-f445-406d-82ee-7cdbf6eeabfd/as/authorize?client_id=a4f963ea-0736-456a-be72-b1fa4f63f81f&redirect_uri=https%3A%2F%2Flocalhost%3A3000%2Fcallback&response_type=code&scope=openid+profile+email&state=***masked***&code_challenge=tX-GhY2aYni3Q6NeR0kOfgfu_XKk4zgBtEZ0_13T9_Y&code_challenge_method=S256
[2025-08-30T09:59:49.079Z] GET /src/pages/Login.tsx?t=1756547989031 -> 200 (46ms)
[2025-08-30T10:00:48.851Z] GET /login -> 200 (1ms)
[2025-08-30T10:00:48.866Z] GET /@vite/client -> 200 (4ms)
[2025-08-30T10:00:48.869Z] GET /src/main.tsx?t=1756547989031 -> 200 (3ms)
[2025-08-30T10:00:48.869Z] GET /@react-refresh -> 200 (3ms)
[2025-08-30T10:00:48.873Z] GET /node_modules/.vite/deps/react_jsx-dev-runtime.js?v=3d9986f6 -> 200 (2ms)
[2025-08-30T10:00:48.873Z] GET /node_modules/vite/dist/client/env.mjs -> 200 (2ms)
[2025-08-30T10:00:48.873Z] GET /node_modules/.vite/deps/react.js?v=3d9986f6 -> 200 (2ms)
[2025-08-30T10:00:48.873Z] GET /node_modules/.vite/deps/react-dom_client.js?v=3d9986f6 -> 200 (1ms)
[2025-08-30T10:00:48.873Z] GET /node_modules/.vite/deps/react-router-dom.js?v=3d9986f6 -> 200 (1ms)
[2025-08-30T10:00:48.876Z] GET /src/App.tsx?t=1756547989031 -> 200 (3ms)
[2025-08-30T10:00:48.876Z] GET /node_modules/.vite/deps/styled-components.js?v=3d9986f6 -> 200 (2ms)
[2025-08-30T10:00:48.884Z] GET /node_modules/.vite/deps/chunk-QXLG2TGQ.js?v=3d9986f6 -> 200 (6ms)
[2025-08-30T10:00:48.876Z] GET /src/styles/global.ts -> 200 (1ms)
[2025-08-30T10:00:48.884Z] GET /node_modules/.vite/deps/chunk-I4MZPW7S.js?v=3d9986f6 -> 200 (7ms)
[2025-08-30T10:00:48.890Z] GET /src/contexts/AuthContext.tsx?t=1756547911064 -> 200 (7ms)
[2025-08-30T10:00:48.890Z] GET /src/components/Navbar.tsx?t=1756547911064 -> 200 (6ms)
[2025-08-30T10:00:48.890Z] GET /src/pages/Dashboard.tsx?t=1756547911064 -> 200 (5ms)
[2025-08-30T10:00:48.890Z] GET /src/components/CredentialSetupModal.tsx?t=1756546547232 -> 200 (5ms)
[2025-08-30T10:00:48.890Z] GET /src/pages/Configuration.tsx?t=1756546562659 -> 200 (5ms)
[2025-08-30T10:00:48.890Z] GET /src/pages/Flows.tsx?t=1756547457136 -> 200 (5ms)
[2025-08-30T10:00:48.891Z] GET /src/pages/Documentation.tsx -> 200 (6ms)
[2025-08-30T10:00:48.890Z] GET /src/components/Sidebar.tsx?t=1756513288493 -> 200 (5ms)
[2025-08-30T10:00:48.891Z] GET /src/pages/flows/ImplicitGrantFlow.tsx -> 200 (5ms)
[2025-08-30T10:00:48.891Z] GET /src/pages/Callback.tsx?t=1756547911064 -> 200 (5ms)
[2025-08-30T10:00:48.891Z] GET /src/pages/flows/ClientCredentialsFlow.tsx -> 200 (5ms)
[2025-08-30T10:00:48.891Z] GET /src/pages/flows/DeviceCodeFlow.tsx -> 200 (4ms)
[2025-08-30T10:00:48.891Z] GET /src/pages/flows/UserInfoFlow.tsx -> 200 (4ms)
[2025-08-30T10:00:48.891Z] GET /src/pages/Login.tsx?t=1756547989031 -> 200 (5ms)
[2025-08-30T10:00:48.891Z] GET /src/pages/flows/IDTokensFlow.tsx -> 200 (4ms)
[2025-08-30T10:00:48.891Z] GET /src/pages/OIDC.tsx -> 200 (4ms)
[2025-08-30T10:00:48.891Z] GET /src/pages/flows/PKCEFlow.tsx -> 200 (4ms)
[2025-08-30T10:00:48.895Z] GET /src/utils/storage.ts -> 200 (2ms)
[2025-08-30T10:00:48.895Z] GET /src/config/pingone.ts -> 200 (1ms)
[2025-08-30T10:00:48.895Z] GET /src/utils/oauth.ts -> 200 (1ms)
[2025-08-30T10:00:48.895Z] GET /src/components/Card.tsx -> 200 (1ms)
[2025-08-30T10:00:48.895Z] GET /node_modules/.vite/deps/react-icons_fi.js?v=3d9986f6 -> 200 (1ms)
[2025-08-30T10:00:48.895Z] GET /src/contexts/OAuthContext.tsx -> 200 (1ms)
[2025-08-30T10:00:49.224Z] GET /favicon.ico -> 200 (0ms)
[2025-08-30T10:00:52.252Z] GET /.well-known/appspecific/com.chrome.devtools.json -> 200 (1ms)
[2025-08-30T10:00:53.480Z] GET /src/contexts/AuthContext.tsx?t=1756548053457 -> 200 (22ms)
