[2025-08-30T11:25:01.893Z] GET /@vite/client -> 304 (0ms)
[2025-08-30T11:25:01.896Z] GET /src/main.tsx?t=1756553046428 -> 304 (0ms)
[2025-08-30T11:25:01.897Z] GET /@react-refresh -> 304 (1ms)
[2025-08-30T11:25:01.898Z] GET /.well-known/appspecific/com.chrome.devtools.json -> 200 (1ms)
[2025-08-30T11:25:01.903Z] GET /node_modules/vite/dist/client/env.mjs -> 304 (0ms)
[2025-08-30T11:25:01.913Z] GET /src/App.tsx?t=1756553046428 -> 304 (0ms)
[2025-08-30T11:25:01.913Z] GET /src/styles/global.ts -> 304 (0ms)
[2025-08-30T11:25:01.929Z] GET /src/contexts/AuthContext.tsx?t=1756551724615 -> 304 (1ms)
[2025-08-30T11:25:01.930Z] GET /src/contexts/OAuthContext.tsx -> 304 (1ms)
[2025-08-30T11:25:01.931Z] GET /src/components/Sidebar.tsx -> 304 (1ms)
[2025-08-30T11:25:01.930Z] GET /src/components/Navbar.tsx?t=1756551724615 -> 304 (0ms)
[2025-08-30T11:25:01.933Z] GET /src/pages/Dashboard.tsx?t=1756552958469 -> 304 (2ms)
[2025-08-30T11:25:01.933Z] GET /src/components/CredentialSetupModal.tsx -> 304 (2ms)
[2025-08-30T11:25:01.933Z] GET /src/pages/Flows.tsx -> 304 (2ms)
[2025-08-30T11:25:01.933Z] GET /src/pages/Configuration.tsx -> 304 (2ms)
[2025-08-30T11:25:01.933Z] GET /src/pages/Documentation.tsx -> 304 (2ms)
[2025-08-30T11:25:01.933Z] GET /src/pages/Callback.tsx?t=1756551724615 -> 304 (1ms)
[2025-08-30T11:25:01.933Z] GET /src/pages/Login.tsx?t=1756551724615 -> 304 (1ms)
[2025-08-30T11:25:01.933Z] GET /src/pages/flows/ClientCredentialsFlow.tsx?t=1756552327741 -> 304 (1ms)
[2025-08-30T11:25:01.933Z] GET /src/pages/flows/ImplicitGrantFlow.tsx -> 304 (1ms)
[2025-08-30T11:25:01.933Z] GET /src/pages/flows/DeviceCodeFlow.tsx?t=1756552489437 -> 304 (1ms)
[2025-08-30T11:25:01.933Z] GET /src/pages/flows/AuthorizationCodeFlow.tsx?t=1756552920851 -> 304 (1ms)
[2025-08-30T11:25:01.933Z] GET /src/pages/TokenDecoder.tsx -> 304 (1ms)
[2025-08-30T11:25:01.933Z] GET /src/pages/OIDC.tsx -> 304 (1ms)
[2025-08-30T11:25:01.933Z] GET /src/utils/storage.ts -> 304 (0ms)
[2025-08-30T11:25:01.933Z] GET /src/pages/flows/PKCEFlow.tsx?t=1756552406635 -> 304 (1ms)
[2025-08-30T11:25:01.935Z] GET /src/utils/oauth.ts -> 304 (1ms)
[2025-08-30T11:25:01.935Z] GET /src/config/pingone.ts -> 304 (1ms)
[2025-08-30T11:25:01.938Z] GET /src/components/Card.tsx -> 304 (0ms)
[2025-08-30T11:25:01.938Z] GET /src/components/Spinner.tsx -> 304 (0ms)
[2025-08-30T11:25:01.974Z] CLIENT POST / :: [OAuth] Parsing URL parameters from: https://localhost:3000/callback?code=0093fb1e-a15d-44e9-b9d6-5e9f680d76a4&state=9f25b5a7ba42ab85e80b41aef854f03a
[2025-08-30T11:25:01.976Z] CLIENT POST / :: [OAuth] Query parameters:
[2025-08-30T11:25:01.976Z] CLIENT POST / ::    code: 0093fb1e-a15d-44e9-b9d6-5e9f680d76a4
[2025-08-30T11:25:01.977Z] CLIENT POST / :: [OAuth] Final parsed parameters: {"code":"0093fb1e-a15d-44e9-b9d6-5e9f680d76a4","state":"9f25b5a7ba42ab85e80b41aef854f03a"}
[2025-08-30T11:25:01.976Z] CLIENT POST / ::    state: 9f25b5a7ba42ab85e80b41aef854f03a
[2025-08-30T11:25:01.977Z] CLIENT POST / :: [OAuth] Parsing URL parameters from: https://localhost:3000/callback?code=0093fb1e-a15d-44e9-b9d6-5e9f680d76a4&state=9f25b5a7ba42ab85e80b41aef854f03a
[2025-08-30T11:25:01.977Z] CLIENT POST / :: [OAuth] Query parameters:
[2025-08-30T11:25:01.977Z] CLIENT POST / ::    code: 0093fb1e-a15d-44e9-b9d6-5e9f680d76a4
[2025-08-30T11:25:01.977Z] CLIENT POST / :: TOKEN POST https://auth.pingone.com/b9817c16-9910-4415-b67e-4ac687da74d9/as/token grant_type=authorization_code redirect_uri=https%3A%2F%2Flocalhost%3A3000%2Fcallback
[2025-08-30T11:25:01.977Z] CLIENT POST / :: [OAuth] No hash parameters found
[2025-08-30T11:25:01.976Z] CLIENT POST / :: [OAuth] No hash parameters found
[2025-08-30T11:25:01.977Z] CLIENT POST / :: [OAuth] Final parsed parameters: {"code":"0093fb1e-a15d-44e9-b9d6-5e9f680d76a4","state":"9f25b5a7ba42ab85e80b41aef854f03a"}
[2025-08-30T11:25:01.977Z] CLIENT POST / ::    state: 9f25b5a7ba42ab85e80b41aef854f03a
[2025-08-30T11:25:01.977Z] CLIENT POST / :: [AuthContext] Initializing authentication...
[2025-08-30T11:25:01.978Z] CLIENT POST / :: [AuthContext] No tokens found in storage
[2025-08-30T11:25:01.977Z] CLIENT POST / :: [AuthContext] Retrieved tokens from storage: false
[2025-08-30T11:25:01.978Z] CLIENT POST / :: [AuthContext] Authentication initialization complete
[2025-08-30T11:25:01.982Z] CLIENT POST / :: [OAuth] Parsing URL parameters from: https://localhost:3000/callback?code=0093fb1e-a15d-44e9-b9d6-5e9f680d76a4&state=9f25b5a7ba42ab85e80b41aef854f03a
[2025-08-30T11:25:01.985Z] CLIENT POST / :: [OAuth] Query parameters:
[2025-08-30T11:25:01.985Z] GET /favicon.ico -> 200 (0ms)
[2025-08-30T11:25:01.988Z] CLIENT POST / ::    code: 0093fb1e-a15d-44e9-b9d6-5e9f680d76a4
[2025-08-30T11:25:01.989Z] CLIENT POST / :: [OAuth] No hash parameters found
[2025-08-30T11:25:01.988Z] CLIENT POST / ::    state: 9f25b5a7ba42ab85e80b41aef854f03a
[2025-08-30T11:25:01.991Z] CLIENT POST / :: [OAuth] Final parsed parameters: {"code":"0093fb1e-a15d-44e9-b9d6-5e9f680d76a4","state":"9f25b5a7ba42ab85e80b41aef854f03a"}
[2025-08-30T11:25:01.991Z] CLIENT POST / ::    code: 0093fb1e-a15d-44e9-b9d6-5e9f680d76a4
[2025-08-30T11:25:01.991Z] CLIENT POST / :: TOKEN POST https://auth.pingone.com/b9817c16-9910-4415-b67e-4ac687da74d9/as/token grant_type=authorization_code redirect_uri=https%3A%2F%2Flocalhost%3A3000%2Fcallback
[2025-08-30T11:25:01.991Z] CLIENT POST / :: [OAuth] Query parameters:
[2025-08-30T11:25:01.991Z] CLIENT POST / :: [OAuth] No hash parameters found
[2025-08-30T11:25:01.991Z] CLIENT POST / :: [OAuth] Final parsed parameters: {"code":"0093fb1e-a15d-44e9-b9d6-5e9f680d76a4","state":"9f25b5a7ba42ab85e80b41aef854f03a"}
[2025-08-30T11:25:01.991Z] CLIENT POST / :: [OAuth] Parsing URL parameters from: https://localhost:3000/callback?code=0093fb1e-a15d-44e9-b9d6-5e9f680d76a4&state=9f25b5a7ba42ab85e80b41aef854f03a
[2025-08-30T11:25:01.991Z] CLIENT POST / ::    state: 9f25b5a7ba42ab85e80b41aef854f03a
[2025-08-30T11:25:01.992Z] CLIENT POST / :: [AuthContext] Retrieved tokens from storage: false
[2025-08-30T11:25:01.992Z] CLIENT POST / :: [AuthContext] Initializing authentication...
[2025-08-30T11:25:01.992Z] CLIENT POST / :: [AuthContext] No tokens found in storage
[2025-08-30T11:25:01.992Z] CLIENT POST / :: [AuthContext] Authentication initialization complete
[2025-08-30T11:25:01.996Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:25:02.530Z] CLIENT POST / :: ID_TOKEN validate iss=https://auth.pingone.com/b9817c16-9910-4415-b67e-4ac687da74d9 aud=a4f963ea-0736-456a-be72-b1fa4f63f81f
[2025-08-30T11:25:02.531Z] CLIENT POST / :: ID_TOKEN validate iss=https://auth.pingone.com/b9817c16-9910-4415-b67e-4ac687da74d9 aud=a4f963ea-0736-456a-be72-b1fa4f63f81f
[2025-08-30T11:25:02.534Z] CLIENT POST / :: [OAuth] Validating ID token with signature verification...
[2025-08-30T11:25:02.538Z] CLIENT POST / :: [OAuth] Expected issuer: https://auth.pingone.com/b9817c16-9910-4415-b67e-4ac687da74d9
[2025-08-30T11:25:02.543Z] CLIENT POST / :: [OAuth] Validating ID token with signature verification...
[2025-08-30T11:25:02.541Z] CLIENT POST / :: [OAuth] Expected clientId: a4f963ea-0736-456a-be72-b1fa4f63f81f
[2025-08-30T11:25:02.543Z] CLIENT POST / :: [OAuth] Expected issuer: https://auth.pingone.com/b9817c16-9910-4415-b67e-4ac687da74d9
[2025-08-30T11:25:02.543Z] CLIENT POST / :: [OAuth] Expected clientId: a4f963ea-0736-456a-be72-b1fa4f63f81f
[2025-08-30T11:25:02.642Z] CLIENT POST / :: [OAuth] Token header: {"kid":"755324d0-2a0d-11f0-b887-192b9fe75c68","alg":"RS256"}
[2025-08-30T11:25:02.642Z] CLIENT POST / :: [OAuth] Token payload: iss=https://auth.pingone.com/b9817c16-9910-4415-b67e-4ac687da74d9/as, aud=a4f963ea-0736-456a-be72-b1fa4f63f81f, exp=1756556702, sub=5adc497b-dde7-44c6-a003-9b84f8038ff9
[2025-08-30T11:25:02.642Z] CLIENT POST / :: [OAuth] ID token signature and claims validation successful
[2025-08-30T11:25:02.657Z] GET /favicon.ico -> 200 (0ms)
[2025-08-30T11:25:02.780Z] CLIENT POST / :: [OAuth] Token payload: iss=https://auth.pingone.com/b9817c16-9910-4415-b67e-4ac687da74d9/as, aud=a4f963ea-0736-456a-be72-b1fa4f63f81f, exp=1756556702, sub=5adc497b-dde7-44c6-a003-9b84f8038ff9
[2025-08-30T11:25:02.780Z] CLIENT POST / :: [OAuth] Token header: {"kid":"755324d0-2a0d-11f0-b887-192b9fe75c68","alg":"RS256"}
[2025-08-30T11:25:02.780Z] CLIENT POST / :: [OAuth] ID token signature and claims validation successful
[2025-08-30T11:25:31.500Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:25:34.629Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:25:42.441Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:25:47.227Z] GET /favicon.ico -> 200 (0ms)
[2025-08-30T11:26:09.655Z] GET /src/contexts/OAuthContext.tsx?t=1756553169647 -> 500 (6ms)
[2025-08-30T11:26:16.902Z] GET /src/contexts/OAuthContext.tsx?t=1756553176883 -> 200 (16ms)
[2025-08-30T11:26:16.952Z] GET /src/pages/flows/PKCEFlow.tsx?t=1756553176883 -> 200 (45ms)
[2025-08-30T11:26:16.955Z] GET /src/pages/flows/ClientCredentialsFlow.tsx?t=1756553176883 -> 200 (48ms)
[2025-08-30T11:26:16.955Z] GET /src/pages/flows/ImplicitGrantFlow.tsx?t=1756553176883 -> 200 (48ms)
[2025-08-30T11:26:16.976Z] GET /src/pages/flows/DeviceCodeFlow.tsx?t=1756553176883 -> 200 (21ms)
[2025-08-30T11:26:16.976Z] GET /src/App.tsx?t=1756553176883 -> 200 (12ms)
[2025-08-30T11:26:16.980Z] GET /src/pages/Dashboard.tsx?t=1756553176883 -> 200 (16ms)
[2025-08-30T11:26:26.563Z] GET /src/contexts/OAuthContext.tsx?t=1756553186552 -> 200 (9ms)
[2025-08-30T11:26:26.600Z] GET /src/pages/flows/PKCEFlow.tsx?t=1756553186552 -> 200 (31ms)
[2025-08-30T11:26:26.600Z] GET /src/pages/flows/ClientCredentialsFlow.tsx?t=1756553186552 -> 200 (31ms)
[2025-08-30T11:26:26.600Z] GET /src/pages/flows/ImplicitGrantFlow.tsx?t=1756553186552 -> 200 (31ms)
[2025-08-30T11:26:26.634Z] GET /src/pages/flows/DeviceCodeFlow.tsx?t=1756553186552 -> 200 (30ms)
[2025-08-30T11:26:26.634Z] GET /src/pages/Dashboard.tsx?t=1756553186552 -> 200 (29ms)
[2025-08-30T11:26:26.638Z] GET /src/App.tsx?t=1756553186552 -> 200 (34ms)
[2025-08-30T11:26:37.582Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:26:45.634Z] GET /favicon.ico -> 200 (0ms)
[2025-08-30T11:26:47.207Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:26:49.552Z] GET /favicon.ico -> 200 (0ms)
[2025-08-30T11:26:58.698Z] GET /oidc -> 200 (4ms)
[2025-08-30T11:26:58.718Z] GET /.well-known/appspecific/com.chrome.devtools.json -> 200 (6ms)
[2025-08-30T11:26:58.721Z] GET /@vite/client -> 200 (7ms)
[2025-08-30T11:26:58.721Z] GET /src/main.tsx?t=1756553186552 -> 200 (3ms)
[2025-08-30T11:26:58.721Z] GET /@react-refresh -> 200 (3ms)
[2025-08-30T11:26:58.728Z] GET /src/App.tsx?t=1756553186552 -> 200 (1ms)
[2025-08-30T11:26:58.728Z] GET /src/styles/global.ts -> 200 (0ms)
[2025-08-30T11:26:58.730Z] GET /node_modules/vite/dist/client/env.mjs -> 200 (0ms)
[2025-08-30T11:26:58.735Z] GET /src/contexts/AuthContext.tsx?t=1756551724615 -> 200 (3ms)
[2025-08-30T11:26:58.735Z] GET /src/contexts/OAuthContext.tsx?t=1756553186552 -> 200 (1ms)
[2025-08-30T11:26:58.746Z] GET /src/components/Sidebar.tsx -> 200 (11ms)
[2025-08-30T11:26:58.746Z] GET /src/components/Navbar.tsx?t=1756551724615 -> 200 (10ms)
[2025-08-30T11:26:58.746Z] GET /src/pages/Dashboard.tsx?t=1756553186552 -> 200 (10ms)
[2025-08-30T11:26:58.746Z] GET /src/pages/Flows.tsx -> 200 (9ms)
[2025-08-30T11:26:58.746Z] GET /src/pages/Configuration.tsx -> 200 (9ms)
[2025-08-30T11:26:58.746Z] GET /src/pages/Documentation.tsx -> 200 (9ms)
[2025-08-30T11:26:58.746Z] GET /src/pages/Login.tsx?t=1756551724615 -> 200 (9ms)
[2025-08-30T11:26:58.746Z] GET /src/pages/Callback.tsx?t=1756551724615 -> 200 (8ms)
[2025-08-30T11:26:58.746Z] GET /src/components/CredentialSetupModal.tsx -> 200 (10ms)
[2025-08-30T11:26:58.746Z] GET /src/pages/flows/ImplicitGrantFlow.tsx?t=1756553186552 -> 200 (7ms)
[2025-08-30T11:26:58.746Z] GET /src/pages/flows/ClientCredentialsFlow.tsx?t=1756553186552 -> 200 (7ms)
[2025-08-30T11:26:58.746Z] GET /src/pages/flows/PKCEFlow.tsx?t=1756553186552 -> 200 (6ms)
[2025-08-30T11:26:58.746Z] GET /src/pages/flows/DeviceCodeFlow.tsx?t=1756553186552 -> 200 (6ms)
[2025-08-30T11:26:58.746Z] GET /src/pages/TokenDecoder.tsx -> 200 (5ms)
[2025-08-30T11:26:58.746Z] GET /src/pages/OIDC.tsx -> 200 (4ms)
[2025-08-30T11:26:58.746Z] GET /src/pages/flows/AuthorizationCodeFlow.tsx?t=1756552920851 -> 200 (5ms)
[2025-08-30T11:26:58.751Z] GET /src/utils/storage.ts -> 200 (7ms)
[2025-08-30T11:26:58.751Z] GET /src/config/pingone.ts -> 200 (4ms)
[2025-08-30T11:26:58.751Z] GET /src/utils/oauth.ts -> 200 (4ms)
[2025-08-30T11:26:58.753Z] GET /src/components/Card.tsx -> 200 (3ms)
[2025-08-30T11:26:58.753Z] GET /src/components/Spinner.tsx -> 200 (1ms)
[2025-08-30T11:26:58.788Z] CLIENT POST / :: [AuthContext] Initializing authentication...
[2025-08-30T11:26:58.790Z] CLIENT POST / :: [AuthContext] Retrieved tokens from storage: false
[2025-08-30T11:26:58.790Z] CLIENT POST / :: [AuthContext] No tokens found in storage
[2025-08-30T11:26:58.790Z] CLIENT POST / :: [AuthContext] Authentication initialization complete
[2025-08-30T11:26:58.791Z] CLIENT POST / :: [AuthContext] Retrieved tokens from storage: false
[2025-08-30T11:26:58.791Z] CLIENT POST / :: [AuthContext] Initializing authentication...
[2025-08-30T11:26:58.791Z] CLIENT POST / :: [AuthContext] No tokens found in storage
[2025-08-30T11:26:58.791Z] CLIENT POST / :: [AuthContext] Authentication initialization complete
[2025-08-30T11:26:58.794Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:26:58.806Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:27:04.989Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:27:04.993Z] GET /favicon.ico -> 200 (0ms)
[2025-08-30T11:27:06.234Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:27:06.238Z] GET /favicon.ico -> 200 (0ms)
[2025-08-30T11:27:06.792Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:27:06.800Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:27:08.295Z] CLIENT POST / :: AUTHORIZATION GET https://auth.pingone.com/b9817c16-9910-4415-b67e-4ac687da74d9/as/authorize?client_id=a4f963ea-0736-456a-be72-b1fa4f63f81f&redirect_uri=https%3A%2F%2Flocalhost%3A3000%2Fcallback&response_type=code&scope=openid+profile+email&state=***masked***&code_challenge=BgqOjFiur4ndS6yPrW21uQGiN_Hw1EmE_e80OlBkJsI&code_challenge_method=S256
[2025-08-30T11:27:10.169Z] GET /callback?code=007e9a22-546a-4804-aaa5-7b2712a44631&state=bc1061c1353b89f30b28c9f4d0364852 -> 200 (2ms)
[2025-08-30T11:27:10.183Z] GET /@vite/client -> 304 (0ms)
[2025-08-30T11:27:10.186Z] GET /src/main.tsx?t=1756553186552 -> 304 (1ms)
[2025-08-30T11:27:10.186Z] GET /@react-refresh -> 304 (0ms)
[2025-08-30T11:27:10.198Z] GET /.well-known/appspecific/com.chrome.devtools.json -> 200 (2ms)
[2025-08-30T11:27:10.208Z] GET /node_modules/vite/dist/client/env.mjs -> 304 (0ms)
[2025-08-30T11:27:10.208Z] GET /src/App.tsx?t=1756553186552 -> 304 (0ms)
[2025-08-30T11:27:10.209Z] GET /src/styles/global.ts -> 304 (0ms)
[2025-08-30T11:27:10.225Z] GET /src/contexts/AuthContext.tsx?t=1756551724615 -> 304 (0ms)
[2025-08-30T11:27:10.225Z] GET /src/contexts/OAuthContext.tsx?t=1756553186552 -> 304 (0ms)
[2025-08-30T11:27:10.225Z] GET /src/components/Navbar.tsx?t=1756551724615 -> 304 (0ms)
[2025-08-30T11:27:10.227Z] GET /src/components/Sidebar.tsx -> 304 (1ms)
[2025-08-30T11:27:10.227Z] GET /src/components/CredentialSetupModal.tsx -> 304 (0ms)
[2025-08-30T11:27:10.228Z] GET /src/pages/Flows.tsx -> 304 (1ms)
[2025-08-30T11:27:10.228Z] GET /src/pages/Documentation.tsx -> 304 (1ms)
[2025-08-30T11:27:10.228Z] GET /src/pages/Dashboard.tsx?t=1756553186552 -> 304 (1ms)
[2025-08-30T11:27:10.228Z] GET /src/pages/Login.tsx?t=1756551724615 -> 304 (1ms)
[2025-08-30T11:27:10.228Z] GET /src/pages/Configuration.tsx -> 304 (1ms)
[2025-08-30T11:27:10.228Z] GET /src/pages/flows/ImplicitGrantFlow.tsx?t=1756553186552 -> 304 (0ms)
[2025-08-30T11:27:10.228Z] GET /src/pages/flows/ClientCredentialsFlow.tsx?t=1756553186552 -> 304 (0ms)
[2025-08-30T11:27:10.228Z] GET /src/pages/flows/PKCEFlow.tsx?t=1756553186552 -> 304 (0ms)
[2025-08-30T11:27:10.228Z] GET /src/pages/Callback.tsx?t=1756551724615 -> 304 (0ms)
[2025-08-30T11:27:10.229Z] GET /src/pages/flows/DeviceCodeFlow.tsx?t=1756553186552 -> 304 (0ms)
[2025-08-30T11:27:10.229Z] GET /src/pages/flows/AuthorizationCodeFlow.tsx?t=1756552920851 -> 304 (0ms)
[2025-08-30T11:27:10.229Z] GET /src/pages/OIDC.tsx -> 304 (0ms)
[2025-08-30T11:27:10.229Z] GET /src/pages/TokenDecoder.tsx -> 304 (0ms)
[2025-08-30T11:27:10.231Z] GET /src/utils/storage.ts -> 304 (1ms)
[2025-08-30T11:27:10.231Z] GET /src/config/pingone.ts -> 304 (0ms)
[2025-08-30T11:27:10.231Z] GET /src/utils/oauth.ts -> 304 (0ms)
[2025-08-30T11:27:10.231Z] GET /src/components/Card.tsx -> 304 (0ms)
[2025-08-30T11:27:10.233Z] GET /src/components/Spinner.tsx -> 304 (0ms)
[2025-08-30T11:27:10.266Z] CLIENT POST / :: [OAuth] Parsing URL parameters from: https://localhost:3000/callback?code=007e9a22-546a-4804-aaa5-7b2712a44631&state=bc1061c1353b89f30b28c9f4d0364852
[2025-08-30T11:27:10.267Z] CLIENT POST / :: [OAuth] Query parameters:
[2025-08-30T11:27:10.267Z] CLIENT POST / ::    state: bc1061c1353b89f30b28c9f4d0364852
[2025-08-30T11:27:10.267Z] CLIENT POST / ::    code: 007e9a22-546a-4804-aaa5-7b2712a44631
[2025-08-30T11:27:10.272Z] CLIENT POST / :: [OAuth] No hash parameters found
[2025-08-30T11:27:10.273Z] CLIENT POST / :: [OAuth] Final parsed parameters: {"code":"007e9a22-546a-4804-aaa5-7b2712a44631","state":"bc1061c1353b89f30b28c9f4d0364852"}
[2025-08-30T11:27:10.273Z] CLIENT POST / :: [OAuth] Parsing URL parameters from: https://localhost:3000/callback?code=007e9a22-546a-4804-aaa5-7b2712a44631&state=bc1061c1353b89f30b28c9f4d0364852
[2025-08-30T11:27:10.273Z] CLIENT POST / :: TOKEN POST https://auth.pingone.com/b9817c16-9910-4415-b67e-4ac687da74d9/as/token grant_type=authorization_code redirect_uri=https%3A%2F%2Flocalhost%3A3000%2Fcallback
[2025-08-30T11:27:10.273Z] CLIENT POST / ::    code: 007e9a22-546a-4804-aaa5-7b2712a44631
[2025-08-30T11:27:10.273Z] CLIENT POST / ::    state: bc1061c1353b89f30b28c9f4d0364852
[2025-08-30T11:27:10.273Z] CLIENT POST / :: [OAuth] Query parameters:
[2025-08-30T11:27:10.273Z] CLIENT POST / :: [OAuth] No hash parameters found
[2025-08-30T11:27:10.273Z] CLIENT POST / :: [OAuth] Final parsed parameters: {"code":"007e9a22-546a-4804-aaa5-7b2712a44631","state":"bc1061c1353b89f30b28c9f4d0364852"}
[2025-08-30T11:27:10.273Z] CLIENT POST / :: [AuthContext] No tokens found in storage
[2025-08-30T11:27:10.273Z] CLIENT POST / :: [AuthContext] Initializing authentication...
[2025-08-30T11:27:10.273Z] CLIENT POST / :: [AuthContext] Retrieved tokens from storage: false
[2025-08-30T11:27:10.277Z] CLIENT POST / :: [AuthContext] Authentication initialization complete
[2025-08-30T11:27:10.277Z] CLIENT POST / :: [OAuth] Parsing URL parameters from: https://localhost:3000/callback?code=007e9a22-546a-4804-aaa5-7b2712a44631&state=bc1061c1353b89f30b28c9f4d0364852
[2025-08-30T11:27:10.277Z] CLIENT POST / :: [OAuth] Query parameters:
[2025-08-30T11:27:10.277Z] CLIENT POST / ::    state: bc1061c1353b89f30b28c9f4d0364852
[2025-08-30T11:27:10.277Z] CLIENT POST / :: [OAuth] No hash parameters found
[2025-08-30T11:27:10.277Z] CLIENT POST / ::    code: 007e9a22-546a-4804-aaa5-7b2712a44631
[2025-08-30T11:27:10.277Z] CLIENT POST / :: [OAuth] Final parsed parameters: {"code":"007e9a22-546a-4804-aaa5-7b2712a44631","state":"bc1061c1353b89f30b28c9f4d0364852"}
[2025-08-30T11:27:10.277Z] CLIENT POST / :: [OAuth] Parsing URL parameters from: https://localhost:3000/callback?code=007e9a22-546a-4804-aaa5-7b2712a44631&state=bc1061c1353b89f30b28c9f4d0364852
[2025-08-30T11:27:10.277Z] CLIENT POST / :: [OAuth] Query parameters:
[2025-08-30T11:27:10.277Z] CLIENT POST / ::    code: 007e9a22-546a-4804-aaa5-7b2712a44631
[2025-08-30T11:27:10.277Z] CLIENT POST / :: TOKEN POST https://auth.pingone.com/b9817c16-9910-4415-b67e-4ac687da74d9/as/token grant_type=authorization_code redirect_uri=https%3A%2F%2Flocalhost%3A3000%2Fcallback
[2025-08-30T11:27:10.277Z] CLIENT POST / ::    state: bc1061c1353b89f30b28c9f4d0364852
[2025-08-30T11:27:10.277Z] CLIENT POST / :: [OAuth] No hash parameters found
[2025-08-30T11:27:10.277Z] CLIENT POST / :: [OAuth] Final parsed parameters: {"code":"007e9a22-546a-4804-aaa5-7b2712a44631","state":"bc1061c1353b89f30b28c9f4d0364852"}
[2025-08-30T11:27:10.277Z] CLIENT POST / :: [AuthContext] Initializing authentication...
[2025-08-30T11:27:10.277Z] CLIENT POST / :: [AuthContext] Retrieved tokens from storage: false
[2025-08-30T11:27:10.277Z] CLIENT POST / :: [AuthContext] No tokens found in storage
[2025-08-30T11:27:10.278Z] CLIENT POST / :: [AuthContext] Authentication initialization complete
[2025-08-30T11:27:10.279Z] GET /favicon.ico -> 200 (3ms)
[2025-08-30T11:27:10.450Z] GET /favicon.ico -> 200 (0ms)
[2025-08-30T11:27:10.531Z] CLIENT POST / :: ID_TOKEN validate iss=https://auth.pingone.com/b9817c16-9910-4415-b67e-4ac687da74d9 aud=a4f963ea-0736-456a-be72-b1fa4f63f81f
[2025-08-30T11:27:10.533Z] CLIENT POST / :: [OAuth] Validating ID token with signature verification...
[2025-08-30T11:27:10.533Z] CLIENT POST / :: [OAuth] Expected issuer: https://auth.pingone.com/b9817c16-9910-4415-b67e-4ac687da74d9
[2025-08-30T11:27:10.533Z] CLIENT POST / :: [OAuth] Expected clientId: a4f963ea-0736-456a-be72-b1fa4f63f81f
[2025-08-30T11:27:10.625Z] CLIENT POST / :: [OAuth] Token header: {"kid":"755324d0-2a0d-11f0-b887-192b9fe75c68","alg":"RS256"}
[2025-08-30T11:27:10.625Z] CLIENT POST / :: [OAuth] Token payload: iss=https://auth.pingone.com/b9817c16-9910-4415-b67e-4ac687da74d9/as, aud=a4f963ea-0736-456a-be72-b1fa4f63f81f, exp=1756556830, sub=5adc497b-dde7-44c6-a003-9b84f8038ff9
[2025-08-30T11:27:10.626Z] CLIENT POST / :: [OAuth] ID token signature and claims validation successful
[2025-08-30T11:27:10.633Z] GET /favicon.ico -> 200 (0ms)
[2025-08-30T11:27:28.432Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:27:33.211Z] GET /favicon.ico -> 200 (2ms)
[2025-08-30T11:27:35.308Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:27:38.265Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:27:39.966Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:27:42.337Z] GET /favicon.ico -> 200 (0ms)
[2025-08-30T11:27:43.943Z] GET /favicon.ico -> 200 (0ms)
[2025-08-30T11:27:46.018Z] GET /favicon.ico -> 200 (2ms)
[2025-08-30T11:27:48.198Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:27:55.433Z] GET /favicon.ico -> 200 (2ms)
[2025-08-30T11:27:59.669Z] GET /favicon.ico -> 200 (2ms)
[2025-08-30T11:28:29.134Z] GET /favicon.ico -> 200 (1ms)
[2025-08-30T11:29:03.869Z] GET /src/pages/OIDC.tsx?t=1756553343862 -> 200 (4ms)
[2025-08-30T11:29:03.882Z] GET /src/App.tsx?t=1756553343862 -> 200 (8ms)
[2025-08-30T11:29:10.710Z] GET /src/pages/OIDC.tsx?t=1756553350704 -> 200 (5ms)
[2025-08-30T11:29:10.719Z] GET /src/App.tsx?t=1756553350704 -> 200 (6ms)
[2025-08-30T11:30:00.342Z] GET /src/pages/flows/AuthorizationCodeFlow.tsx?t=1756553400325 -> 200 (15ms)
[2025-08-30T11:30:06.670Z] GET /src/pages/flows/AuthorizationCodeFlow.tsx?t=1756553406653 -> 200 (15ms)
[2025-08-30T11:30:13.291Z] GET /src/pages/flows/AuthorizationCodeFlow.tsx?t=1756553413275 -> 200 (14ms)
[2025-08-30T11:30:38.567Z] GET /favicon.ico -> 200 (0ms)
